Год,Муниципалитет,Пол,Возрастная группа,Причина смерти,Стандартный вес группы,Число умерших,Численность населения
2017,Район 3,Мужчины,5-9,Другие болезни органов дыхания,"5,5",0,978
2017,Район 3,Мужчины,5-9,Другие болезни системы кровообращения,"5,5",0,978
2017,Район 3,Мужчины,5-9,Острые респираторные заболевания,"5,5",0,978
2017,Район 3,Мужчины,50-54,Болезни сердца,7,5,668
2017,Район 3,Мужчины,50-54,Другие болезни органов дыхания,7,1,668
2017,Район 3,Мужчины,50-54,Другие болезни системы кровообращения,7,0,668
2017,Район 3,Мужчины,50-54,Острые респираторные заболевания,7,0,668
2017,Район 3,Мужчины,55-59,Болезни сердца,"6,5",2,728
2017,Район 3,Мужчины,55-59,Другие болезни органов дыхания,"6,5",0,728
2017,Район 3,Мужчины,55-59,Другие болезни системы кровообращения,"6,5",0,728
2017,Район 3,Мужчины,55-59,Острые респираторные заболевания,"6,5",0,728
2017,Район 3,Мужчины,60-64,Болезни сердца,6,5,526
2017,Район 3,Мужчины,60-64,Другие болезни органов дыхания,6,0,526
