Год,Муниципалитет,Пол,Возрастная группа,Причина смерти,Стандартный вес группы,Число умерших,Численность населения
2020,Район 3,Мужчины,до 1,Другие болезни органов дыхания,1,0,173
2020,Район 3,Мужчины,до 1,Другие болезни системы кровообращения,1,0,173
2020,Район 3,Мужчины,до 1,Острые респираторные заболевания,1,0,173
2021,Район 1,Женщины,1-4,Болезни сердца,4,0,87
2021,Район 1,Женщины,1-4,Другие болезни органов дыхания,4,0,87
2021,Район 1,Женщины,1-4,Другие болезни системы кровообращения,4,0,87
2021,Район 1,Женщины,1-4,Острые респираторные заболевания,4,0,87
2021,Район 1,Женщины,10-14,Болезни сердца,"5,5",0,167
2021,Район 1,Женщины,10-14,Другие болезни органов дыхания,"5,5",0,167
2021,Район 1,Женщины,10-14,Другие болезни системы кровообращения,"5,5",0,167
2021,Район 1,Женщины,10-14,Острые респираторные заболевания,"5,5",0,167
2021,Район 1,Женщины,15-19,Болезни сердца,"5,5",0,157
2021,Район 1,Женщины,15-19,Другие болезни органов дыхания,"5,5",0,157
2021,Район 1,Женщины,15-19,Другие болезни системы кровообращения,"5,5",0,157
2021,Район 1,Женщины,15-19,Острые респираторные заболевания,"5,5",0,157
2021,Район 1,Женщины,20-24,Болезни сердца,6,0,142
2021,Район 1,Женщины,20-24,Другие болезни органов дыхания,6,0,142
2021,Район 1,Женщины,20-24,Другие болезни системы кровообращения,6,0,142
2021,Район 1,Женщины,20-24,Острые респираторные заболевания,6,0,142
2021,Район 1,Женщины,25-29,Болезни сердца,6,0,108
2021,Район 1,Женщины,25-29,Другие болезни органов дыхания,6,0,108
2021,Район 1,Женщины,25-29,Другие болезни системы кровообращения,6,0,108
2021,Район 1,Женщины,25-29,Острые респираторные заболевания,6,0,108
2021,Район 1,Женщины,30-34,Болезни сердца,"6,5",0,108
2021,Район 1,Женщины,30-34,Другие болезни органов дыхания,"6,5",0,108
2021,Район 1,Женщины,30-34,Другие болезни системы кровообращения,"6,5",0,108
2021,Район 1,Женщины,30-34,Острые респираторные заболевания,"6,5",0,108
2021,Район 1,Женщины,35-39,Болезни сердца,7,1,124
2021,Район 1,Женщины,35-39,Другие болезни органов дыхания,7,0,124
2021,Район 1,Женщины,35-39,Другие болезни системы кровообращения,7,0,124
2021,Район 1,Женщины,35-39,Острые респираторные заболевания,7,0,124
2021,Район 1,Женщины,40-44,Болезни сердца,7,0,110
2021,Район 1,Женщины,40-44,Другие болезни органов дыхания,7,1,110
2021,Район 1,Женщины,40-44,Другие болезни системы кровообращения,7,0,110
2021,Район 1,Женщины,40-44,Острые респираторные заболевания,7,0,110
2021,Район 1,Женщины,45-49,Болезни сердца,7,0,131
2021,Район 1,Женщины,45-49,Другие болезни органов дыхания,7,0,131
2021,Район 1,Женщины,45-49,Другие болезни системы кровообращения,7,0,131
2021,Район 1,Женщины,45-49,Острые респираторные заболевания,7,0,131
2021,Район 1,Женщины,5-9,Болезни сердца,"5,5",0,270
2021,Район 1,Женщины,5-9,Другие болезни органов дыхания,"5,5",0,270
2021,Район 1,Женщины,5-9,Другие болезни системы кровообращения,"5,5",0,270
2021,Район 1,Женщины,5-9,Острые респираторные заболевания,"5,5",0,270
2021,Район 1,Женщины,50-54,Болезни сердца,7,1,140
2021,Район 1,Женщины,50-54,Другие болезни органов дыхания,7,0,140
2021,Район 1,Женщины,50-54,Другие болезни системы кровообращения,7,0,140
2021,Район 1,Женщины,50-54,Острые респираторные заболевания,7,0,140
2021,Район 1,Женщины,55-59,Болезни сердца,"6,5",0,142
2021,Район 1,Женщины,55-59,Другие болезни органов дыхания,"6,5",0,142
2021,Район 1,Женщины,55-59,Другие болезни системы кровообращения,"6,5",0,142
2021,Район 1,Женщины,55-59,Острые респираторные заболевания,"6,5",0,142
2021,Район 1,Женщины,60-64,Болезни сердца,6,1,140
